gene,S15.8147.A1-logfc,S15.10848.A-logfc
C4orf52,3.918304044,3.339352174
C4orf6,1.28046785,0.514658097
CABS1,0.169413766,0.313372461
CAMK2D,4.771696152,3.99373003
CASP3,5.374414183,4.347491147
CASP6,3.254739117,3.552135121
CBR4,3.653595329,2.880025568
CC2D2A,1.687400517,1.54360059
CCDC109B,5.685135086,5.484117413
CCDC110,0.122309242,0.175303667
CCDC111,3.330557193,2.282613459
CCDC149,1.147375252,1.90913756
CCDC158,0.174017843,0.299182136
CCDC96,0.308572829,0.76257459
CCKAR,0,0.152074168
CCNA2,5.351344241,4.454204261
CCNG2,3.966290602,3.508994396
CCNI,7.13637526,6.63834601
CCRN4L,3.829692098,3.872052958
CD38,3.716777346,3.812586859
CDKL2,0.158425803,0
CDKN2AIP,3.994759157,3.064584518
CDS1,1.259352981,1.259993084
CENPC1,4.043859535,3.451184423
CENPE,3.871684125,3.236813645
CEP135,3.355929354,2.593751131
CEP44,3.140957705,2.314760479
CFI,2.135153372,2.581022733
CHIC2,3.741313327,4.131332396
CHRNA9,0.325152608,0.790925408
CISD2,2.550092926,2.52452416
CLCN3,4.115879178,4.170000523
CLDN22,0.514294673,0.953289289
CLDN24,0.546501317,0
CLGN,0.232056322,0.305135732
CLNK,1.765142506,1.721595275
CLOCK,3.5846098,3.258654249
CLRN2,0,1.00024098
CNGA1,0.409302671,0.542097887
CNOT6L,4.871508363,4.204265374
COL25A1,0.193010751,0.227178172
COMMD8,3.854752828,3.495770253
COPS4,4.527305634,4.606878809
COQ2,2.822448973,3.250122413
CORIN,0.544233817,0.955775191
COX18,2.974597468,2.559431249
COX7B2,0.06567634,0
CPE,3.166118793,3.524329498
CPEB2,2.97108464,3.018962764
CPLX1,0.27458369,0.765334579
CPZ,0.658494791,2.861065448
CRIPAK,2.612202978,1.397768229
CRMP1,3.184493922,3.211532398
CSN1S1,0.165808546,1.060581233
CSN2,0.162949946,0.364002437
CSN3,0.213534246,0
CTBP1,5.571779479,5.359037185
CTSO,3.968233586,4.448498857
CWH43,0.792151838,2.843357741
CXCL1,1.947346455,1.146695287
CXCL10,6.256435834,6.633070129
CXCL11,3.585527733,3.449855493
CXCL13,5.983672852,9.08570547
CXCL2,2.532781165,3.579129606
CXCL3,1.395843365,2.0136274
CXCL5,0.073356673,0.383707231
CXCL6,0.254202444,0.537127733
CXCL9,7.422984138,7.755197532
CXXC4,0.142149376,0.181943285
CYP2U1,2.188632456,1.503318933
CYP4V2,3.606743929,2.644092148
CYTL1,1.276328129,1.562166133
DAPP1,4.888992895,4.495489165
DCAF16,4.217500037,3.675278123
DCAF4L1,0.853953795,1.173614608
DCHS2,0.361170511,0.708667073
DCK,4.618320564,4.143169533
DCLK2,1.538805131,0.604187705
DCTD,5.357533929,4.997088384
DCUN1D4,3.188304802,2.958918576
DDIT4L,5.750554764,0.890181864
DDX60,4.019937235,3.612260314
DDX60L,3.860610933,3.183305389
DEFB131,0.377020474,0
DGKQ,3.4371544,2.909031108
DHX15,6.121325299,5.882860807
DKK2,1.919172781,0.984875091
DMP1,0,0
DNAJB14,4.845696962,4.031312543
DOK7,0.171887819,0.257926234
DRD5,0.14802857,0.395705213
DSPP,0.122809492,0.119691109
DTHD1,1.203391053,2.919079819
DUX2,0.222401822,2.291114211
DUX4,0.212559757,2.270503834
DUX4L2,0.213295212,2.23964694
DUX4L3,0.213295212,2.209723608
DUX4L4,0.213479873,2.148988207
DUX4L5,0.213295212,2.209723608
DUX4L6,0.213295212,2.209723608
EDNRA,1.234598398,2.068259106
EGF,0.141373212,0.647646465
EIF4E,3.249040556,2.5513275
ELF2,4.628470181,4.227358377
ELMOD2,3.495088566,2.92553724
ELOVL6,1.439859434,1.37992927
EMCN,0.973849378,2.234862925
ENAM,0.499812194,0.202413946
ENOPH1,4.558317065,4.696541228
ENPEP,0.935551988,1.224639209
ENPP6,0.248478922,0.270476893
EPGN,0.342966555,3.127377684
EPHA5,0.149538911,0.355432096
EREG,0.767841205,2.761457129
ERVMER34-1,0.118931232,0.586825791
ETFDH,3.694860774,2.84127396
EVC,4.386008548,3.498330004
EVC2,2.76189512,2.645034727
EXOC1,4.252607091,3.788708797
EXOSC9,5.424220584,4.366144836
F11,0.194361625,0.155620069
FABP2,0.149892045,0.584416291
FAM13A,2.634780821,2.60085031
FAM149A,0.401285752,0.49977039
FAM160A1,1.209545216,2.610991445
FAM175A,3.558157589,3.315306505
FAM184B,1.538190756,1.135099533
FAM190A,1.749769412,0.992604028
FAM193A,3.802017051,3.107393547
FAM198B,4.241234481,5.388077383
FAM200B,2.327236086,2.025720586
FAM218A,0.773749332,0.681284351
FAM47E,0.561309166,0.68451941
FAM47E-STBD1,1.444530126,1.377897917
FAM53A,0.537916022,0.481222122
FAT1,3.241210718,4.235468796
FAT4,1.591009231,2.484960584
FBXO8,3.407396278,3.296569365
FBXW7,4.479065518,3.81210511
FDCSP,4.724906838,5.203181418
FGA,0.188486828,0.252496183
FGB,0.207134037,0
FGF2,2.496910979,2.194537518
FGF5,0.427981427,0.608301448
FGFBP1,1.600708123,4.171598623
FGFBP2,0.775374044,0.970314366
FGFR3,1.740296957,3.868761441
FGFRL1,1.746623344,1.595310057
FGG,0.124752443,0.436456843
FHDC1,0.468271652,1.081473785
FIP1L1,4.288094524,4.334519303
FNIP2,4.07161075,4.366044379
FRAS1,0.300885229,0.660822025
FREM3,0.340232475,0.521762498
FRG1,4.653608698,4.162887666
FRG2,0.113626459,0.134703015
FRYL,4.610583847,4.426363325
FSTL5,0.127840516,0.471147206
G3BP2,5.352899731,5.177539461
GAB1,2.088241792,2.640378483
GABRA2,0.238208065,0.261866249
GABRA4,0.046325365,0.315428304
GABRB1,0.119288737,0
GABRG1,0.02708292,0.186960285
GAK,5.070247891,4.526838739
GALNT7,3.58942472,3.144032892
GALNTL6,0.153100828,0.231275411
GAR1,3.668579564,2.725549975
GBA3,0.094042729,0.231789596
GC,0.052900196,0.203400864
GIMD1,0.257935147,0.631443885
GK2,0.18638838,0.680494686
GLRA3,0.12633783,0
GLRB,0.649052828,0.694017038
GNPDA2,2.654823281,2.76290374
GNRHR,1.588421147,1.561471602
GPM6A,0.273867807,0.588362253
GPR125,1.445576701,1.972803394
GPR78,0.118487303,0
GPRIN3,5.832314424,4.761921384
GRIA2,0.176381142,0.206179606
GRID2,0.355815896,0.081325732
GRK4,0.68176745,0.420818338
GRPEL1,4.350393977,3.866406496
GRSF1,4.898762462,4.080182317
GRXCR1,0,0
GSTCD,2.754769903,1.843333676
GSX2,0,0
GUCY1A3,2.315614463,3.18394021
GUCY1B3,3.18768521,3.344578593
GUF1,3.860563417,2.898747412
GYPA,0.112113278,0.1259207
GYPB,0.524640835,0.494012442
GYPE,0.961803231,0.76124136
H2AFZ,8.126636156,7.344145685
HADH,4.060692362,3.419846233
HAND2,0.222953428,0.374230278
HAUS3,3.324191175,3.02831014
HELQ,3.148987902,2.897626504
HELT,0,0
HERC3,4.019943452,3.824851875
HERC5,1.562468018,1.777961965
HERC6,2.99465055,2.881884039
HGFAC,0.01909319,0
HHIP,0.599267657,0.144205018
HMGB2,6.734850733,6.166480338
HMX1,0,0
HNRNPD,5.965646063,5.63323486
HNRPDL,5.371080968,5.365431985
HOPX,4.006202205,5.523946615
HPGD,2.612045832,2.967638294
HPGDS,1.603431448,2.561908762
HPSE,1.367099761,2.927528217
HS3ST1,1.108872608,1.790772163
HSD17B11,4.483307548,5.131080582
HSD17B13,0.280858983,0.254903121
HSPA4L,1.475124082,2.415533621
HTN1,0,0.550954688
HTN3,0.105950929,0
HTRA3,5.023423451,5.986400291
HTT,4.696578112,4.270760251
IBSP,0.140446196,0.00167537
IDUA,3.24885568,1.204656553
IGFBP7,5.944186118,7.198614224
IGJ,6.04048417,3.588929823
IL15,2.941496331,2.617449379
IL2,1.325930702,0
IL21,3.219815598,2.845333786
IL8,0.293293382,0.991037099
ING2,3.278214088,2.864182564
INPP4B,6.077424058,4.506634805
INTS12,3.230539253,2.886218401
INTU,0.938578368,1.9645231
IRF2,4.570834843,3.964778211
JAKMIP1,3.173315623,3.372627433
KCNIP4,1.267775778,1.089406156
KCTD8,0.103306507,0.194764136
KDR,2.432716466,2.570826818
KIAA0232,3.739299245,3.607390008
KIAA0922,4.767664353,4.14996774
KIAA1109,5.059276823,4.257861457
KIAA1211,0.352618064,0.650952598
KIAA1239,0.137371726,0.293400233
KIAA1430,4.622013197,3.832586016
KIT,1.926617505,2.794751852
KLB,1.22905567,1.194997522
KLF3,3.533653576,4.417334147
KLHL2,3.973876408,3.594049912
KLHL5,4.050331758,4.030783824
KLHL8,2.751284444,2.81010235
KLKB1,0.740857189,0.252490606
LAMTOR3,3.369105701,3.17294288
LAP3,6.546199551,7.052159424
LARP1B,3.018090748,2.51812566
LARP7,4.166286569,3.699687856
LCORL,2.710222272,2.339452363
LDB2,1.614256586,1.977981664
LEF1,6.121756353,2.916931893
LETM1,4.133557173,3.946290243
LGI2,3.532097303,3.977919238
LIAS,2.713982371,2.171310218
LIMCH1,2.188192993,2.388081507
LIN54,2.897241156,2.964947263
LNX1,0.969026369,1.697679188
LOC100287144,0.687623308,1.019640546
LOC100287178,1.816183027,3.072858023
LOC100287205,1.616453674,2.507924532
LOC100287238,1.424981134,2.663366568
LOC100287327,1.681132573,3.039112617
LOC100287364,1.831057134,3.128973153
LOC100287404,1.734674563,2.863206987
LOC100287441,1.790132128,3.10609237
LOC100287478,1.616453674,2.507924532
LOC100287513,1.751861462,3.038703659
LOC100288255,0.113626459,0.134703015
LOC100288520,1.514879913,3.240396322
LOC402160,0.003868486,0
LOC650293,0,0
LOC728369,1.83069321,2.975848296
LOC728373,1.83069321,2.975848296
LOC728379,1.83069321,2.975848296
LOC728393,1.83069321,2.975848296
LOC728400,1.83069321,2.975848296
LOC728405,1.83069321,2.975848296
LOC728419,1.83069321,2.975848296
LPHN3,0.351975781,1.002596078
LRAT,0.126839637,0.20585911
LRBA,5.417166319,4.751161957
LRIT3,0.312888655,0.731202497
LRP2BP,2.107304655,0.940666135
LRPAP1,2.955735758,3.307186639
LRRC66,0.482271693,0.11132754
LSM6,4.949487038,3.665630742
LYAR,3.243830542,3.22751344
MAB21L2,1.709043122,1.345059409
MAD2L1,4.607860693,3.97586532
MAEA,4.614766087,4.346555638
MAML3,1.432851422,1.875278591
MAN2B2,4.097553733,4.005094068
MANBA,3.955237083,4.171371959
MAP9,1.802566856,0.901772834
MAPK10,0.447733695,0.41500424
1-Mar,4.146169658,4.30362187
MED28,4.785447245,4.224263828
MEPE,0.122167199,0.494238317
METAP1,4.275524371,4.125608152
METTL14,3.703113491,3.492876945
MFAP3L,0.904839506,1.179167705
MFSD10,4.028874432,4.200766081
MFSD7,2.857533348,3.169651556
MFSD8,3.260704179,2.627448783
MGARP,0.300953413,0.764007237
MGST2,3.013785231,3.398040359
MLF1IP,4.473579526,3.410207794
MMAA,2.289856025,1.803220544
MMRN1,1.580103067,2.830352565
MND1,3.322787754,2.994517253
MOB1B,4.119962911,3.426190889
MRFAP1,5.932737954,6.204241008
MRFAP1L1,5.057804217,4.711637586
MRPL1,3.695983781,2.793438453
MRPS18C,4.058931494,4.331616354
MSANTD1,0.791086655,0.600351641
MSMO1,4.173436938,3.364776055
MSX1,0.896083578,0.471835907
MTHFD2L,1.026657534,1.505259614
MTNR1A,0.301024521,0
MTTP,0.278826573,0.389560043
MUC7,0.049633539,0
MXD4,4.227406962,3.812011435
MYL5,4.06298513,3.947843232
MYOZ2,0.201893786,0.582258788
N4BP2,4.457394258,2.953228129
NAA11,0.402336716,0
NAA15,4.934686202,4.165969094
NAAA,4.471651989,4.002804611
NAF1,2.837724883,1.953213946
NAP1L5,3.243747575,2.121208
NAT8L,1.581950193,0.36155556
NCAPG,4.244302704,3.739805347
NDNF,0.303551649,0.542615961
NDST3,0.106307825,0.27679753
NDST4,0.13177103,0.532980374
NDUFC1,4.242366265,3.791964557
NEIL3,3.324009491,2.693322807
NEK1,3.049575173,2.349742949
NEUROG2,0.078752191,0.653983605
NFKB1,5.871882945,5.742773639
NFXL1,3.070567366,1.992513712
NIPAL1,0.83954262,2.229824865
NKX3-2,0.298172753,0.224098857
NKX6-1,0.048360001,0
NMU,0.022039051,0.295184773
NOA1,3.86303375,3.484977469
NOP14,4.818839603,4.268578233
NPFFR2,0.177644167,0.1550369
NPNT,1.071825485,2.557258926
NPY1R,0.527513687,1.010061619
NPY2R,0.050184891,0.38973095
NPY5R,0.503025041,0.001449621
NR3C2,1.128897148,1.186039622
NSG1,1.185585518,1.569649818
NSUN7,0.612584821,0.864965519
NUDT6,2.492211476,2.022155473
NUDT9,2.843154604,2.604983288
NUP54,4.400321928,4.127477967
OCIAD1,4.902380026,4.497862994
OCIAD2,4.857469233,4.620665456
ODAM,0.136011012,0
ODZ3,0.520994432,0.966821098
OSTC,5.704366885,5.578270853
OTOP1,0,0.231790726
OTUD4,4.645100063,3.749523487
PABPC4L,0.377306095,0.382275722
PACRGL,2.357386688,2.656055166
PAICS,5.062464739,4.571915485
PALLD,4.291586631,4.865951991
PAPSS1,5.097117055,4.915289929
PAQR3,2.976374498,2.869606418
PARM1,4.273046086,3.073544216
PCDH10,0.157042353,0
PCDH18,1.72422254,2.70871692
PCDH7,1.174688878,2.133402827
PCGF3,4.467157815,3.857890693
PDCL2,0,0
PDE5A,2.534182851,2.60784899
PDE6B,1.639464717,1.731109071
PDGFRA,4.127132191,4.873761188
PDHA2,0.065243778,0
PDLIM3,1.953254161,3.24601965
PDLIM5,3.249367349,3.871977136
PDS5A,5.240607908,4.861960934
PET112,3.466236838,3.157467725
PF4,0,0.433147981
PF4V1,0.219172641,0.588930376
PGM2,3.834292589,4.17505026
PGRMC2,3.425121421,3.133763412
PHF17,3.698396697,2.69486702
PHOX2B,0,0.518862188
PI4K2B,4.001572288,3.918887507
PIGG,4.438854399,3.851291332
PIGY,5.158066258,4.959089308
PITX2,0,0.130090919
PKD2,3.892143687,4.570563423
PLA2G12A,2.126879718,2.614601714
PLAC8,2.861156842,2.07764083
PLK4,3.755030086,2.966996157
PLRG1,4.218226829,3.772133914
POLN,1.320480953,1.187830024
POLR2B,5.533655235,5.501122764
POU4F2,0,0.310170114
PPA2,4.638044037,4.123152326
PPARGC1A,0.186597717,0.848536595
PPAT,3.00474443,2.021655379
PPBP,0.371946187,1.10496223
PPEF2,0.219594961,0.046114486
PPID,4.435580923,4.043323985
PPM1K,3.7902927,3.223871831
PPP2R2C,0.751226923,2.398918398
PPP3CA,3.33047837,4.024010857
PRDM5,0.932091108,1.155876
PRDM8,1.82760954,1.637793783
PRKG2,0.176275636,0.320321994
PRMT10,3.500402565,2.910615103
PROL1,0.167068691,0.780022711
PROM1,0.31292109,0.802970569
PRSS12,1.53152216,1.347687719
PRSS48,0.752836771,1.408520747
PSAPL1,1.342831943,0.783365512
PTPN13,3.567353339,4.797891147
PTTG2,1.173821129,0
PYURF,5.158066258,4.959089308
QDPR,3.112784856,1.63880016
QRFPR,0.039980137,0.124274803
RAB28,3.452870479,2.58861833
RAB33B,2.845890339,2.431084582
RAP1GDS1,4.651748703,4.479359423
RAPGEF2,3.499044467,3.764714752
RASGEF1B,4.61689518,4.317335275
RASL11B,1.180766156,0.247902041
RASSF6,0.110755063,0.097902535
RBM46,0.071543394,0.672598002
RBM47,3.413473144,4.081218704
RBPJ,5.523573333,5.760454749
RCHY1,3.111390536,3.080308442
RELL1,3.596214498,4.794990748
REST,4.805807419,4.398249167
RFC1,4.319268475,4.128539027
RGS12,1.994895879,2.742878424
RHOH,3.002627329,3.322491055
RNF150,1.307260673,1.852547634
RNF175,0.911895482,0.896333268
RNF212,0.169115678,0.082900345
RNF4,4.821419741,4.186473329
RPL34,8.327783936,7.535023453
RPL9,4.738021584,5.840351048
RPS3A,8.186279634,7.271238943
RRH,0.412174796,0.310305569
RUFY3,4.274262316,3.429154388
RWDD4,3.199334148,2.629716024
RXFP1,0.08424894,0.455082534
S100P,1.995503384,2.216709923
SAP30,3.639514785,3.321503126
SCARB2,5.307593446,5.837711928
SCD5,1.462738335,2.355274001
SCFD2,3.745850353,3.300292828
SCLT1,3.923056359,3.097829069
SCOC,4.113194585,3.673229154
SCRG1,1.876068048,1.65529274
SDAD1,4.293352545,3.809183459
SEC24B,4.511728406,3.828866766
SEC24D,4.40645321,4.271369377
SEC31A,5.341039434,5.628646695
SEL1L3,4.779447029,4.798337847
SEPSECS,3.544777965,2.783366942
11-Sep,5.378325942,5.039339098
SETD7,3.845757311,4.559715704
SFRP2,1.851874955,5.002018372
SGCB,2.473294472,2.821538275
SGMS2,3.047800381,3.541120229
SH3BP2,4.281967034,4.343087632
SH3D19,2.632710712,3.592699709
SH3RF1,1.325292656,2.124901546
SH3TC1,3.747378605,3.28593619
SHISA3,0.296093104,0.251086664
SHROOM3,0.475486543,0.807320813
SLAIN2,3.613288821,3.376069159
SLBP,5.081794069,5.413348567
SLC10A4,0.220154955,0
SLC10A6,0.853869119,3.475091639
SLC10A7,2.675070013,2.723435099
SLC25A31,0,0
SLC25A4,1.348714398,1.770827702
SLC26A1,2.875750977,1.652519416
SLC2A9,1.81666885,2.640402972
SLC30A9,4.461761841,4.543992772
SLC34A2,0.021341617,0.992602391
SLC39A8,3.857600363,4.826764968
SLC4A4,0.371380129,0.919301379
SLC7A11,1.902733224,2.886063246
SLC9B1,2.069494507,2.090025962
SLC9B2,2.728681618,2.000853769
SLIT2,2.765955209,2.994104398
SMAD1,2.656948937,3.29833183
SMARCA5,4.973785699,4.472289394
SMARCAD1,3.927415814,3.77388003
SMR3A,0,0
SMR3B,0.113015487,0
SNCA,0.859557263,2.268274359
SNX25,3.629395573,2.423910889
SOD3,2.268017123,3.221803536
SORBS2,0.49151264,0.872588256
SORCS2,0.898822256,1.724569067
SOWAHB,0.062052911,0.657757723
SPARCL1,4.209741711,5.639990351
SPATA18,1.030504565,1.501734763
SPATA4,0.173468723,0.203340768
SPATA5,3.578780635,2.302284444
SPCS3,5.96771452,5.585796798
SPINK2,1.326334699,1.53318854
SPOCK3,0.217331607,0.166679445
SPON2,2.18411369,2.817299369
SPP1,6.313478942,3.65749794
SPRY1,2.189396588,2.208567791
SRD5A3,2.933181735,2.665620757
SRP72,5.092054915,4.955929038
STAP1,1.480776414,1.471193171
STATH,0.43002011,0
STBD1,1.489882923,1.474151441
STIM2,3.118469234,2.740040293
STK32B,0.804191885,1.803101184
STOX2,0.378206187,0.819638184
STPG2,0.301184461,0.974267769
STX18,3.386700963,3.270049738
SULT1B1,0.641961419,1.142909603
SULT1E1,0.147615418,0.274736007
SYNPO2,2.0416203,2.976321314
TACC3,4.290090281,4.101684726
TACR3,0.196733822,0.146233193
TADA2B,3.241506614,3.291512091
TAPT1,3.189083425,2.7427522
TBC1D1,3.850295937,3.99853065
TBC1D14,4.651892666,4.980344096
TBC1D19,2.510862398,2.612297994
TBC1D9,4.455315259,4.345155807
TBCK,4.180202955,3.116936535
TDO2,2.362810536,3.294062253
TEC,1.595958243,2.179141109
TECRL,0.073706695,0
TET2,3.821520063,3.285300978
THAP6,2.909658794,2.850391839
THAP9,1.541300438,1.77102659
THEGL,0.227351795,0.539218444
TIFA,4.969128333,3.075053309
TIGD2,3.04746874,2.340872474
TIGD4,0.527295908,0.553436538
TKTL2,0.240637521,0.181241549
TLL1,0.890052676,1.411117124
TLR1,4.651004435,4.381696725
TLR10,1.906749288,1.636561595
TLR2,3.666326317,4.18290842
TLR3,1.486923466,1.615157154
TLR6,3.258341184,2.717503448
TMA16,3.747928593,3.513889693
TMEM128,3.565558042,3.333092862
TMEM129,3.405518982,3.1384243
TMEM144,2.356493913,2.236999889
TMEM150C,2.7476227,3.679052048
TMEM154,3.830077385,3.743993763
TMEM155,0.540253583,2.066890169
TMEM156,3.09391382,2.457003019
TMEM165,5.306125948,5.730081595
TMEM175,4.076356454,3.233278269
TMEM184C,3.76756949,3.769672539
TMEM192,2.570529264,2.750263251
TMEM33,4.035886526,3.929467953
TMPRSS11A,0.107967936,0.76028461
TMPRSS11B,0.15913179,0.264735283
TMPRSS11BNL,0.056662503,0.223987867
TMPRSS11D,0.777224225,1.207683949
TMPRSS11E,0.145426947,0.108185042
TMPRSS11F,0.709688044,1.362445667
TNIP2,4.647269039,4.51064087
TNIP3,1.201962023,0.59174881
TRAM1L1,0.529657557,1.727634753
TRAPPC11,4.545738427,3.57075078
TRIM2,1.876294943,2.70587537
TRIM60,0.040297309,0.259074171
TRIM61,0.735553286,0.464208582
TRIML1,0.086256089,0.330610295
TRIML2,0.135216323,0.542041267
TRMT10A,2.083101393,0.82640827
TRMT44,2.774691034,2.396536427
TRPC3,1.895928041,0.472614292
TSPAN5,4.007915489,3.129377305
TTC29,0,0.176384365
TXK,2.037373975,1.065944765
UBA6,4.419690134,4.269120652
UBE2D3,6.172345038,6.032258359
UBE2K,4.411572743,4.10458547
UCHL1,1.492395329,2.25724966
UCP1,0.399599284,0.565488626
UGDH,3.649320743,3.684327417
UGT2A1,0.057984579,0.342869528
UGT2A2,0,0.440502483
UGT2B10,0.039471188,0.112379086
UGT2B11,0.069040119,0.059768638
UGT2B15,0.079598247,0.221157619
UGT2B17,0.093388952,0.505039616
UGT2B28,0.163447605,0
UGT2B4,0.085278631,0
UGT2B7,0.127888506,0
UGT8,0.79362185,1.42136422
UNC5C,0.223919921,0.500163439
USO1,4.866792345,4.695836054
USP17L5,1.83069321,2.975848296
USP38,4.075306363,3.27235357
USP46,2.67322975,1.605013552
USP53,2.188108143,3.083440815
UTP3,4.324159892,4.287980047
UVSSA,3.799242159,2.827209782
VEGFC,2.158646139,2.66849586
WDFY3,3.517980677,3.643188648
WDR1,6.924293032,7.087314973
WDR17,0.397663266,0.423859456
WDR19,2.824614548,2.750633189
WFS1,1.944174686,2.363662086
WHSC1,4.460303518,3.726841236
WHSC2,3.37675226,2.331541226
WWC2,1.836018224,2.408626266
YIPF7,0,0
YTHDC1,3.967816166,3.673905887
ZAR1,0.300234104,0.333959225
ZBTB49,2.165633839,2.259566534
ZCCHC4,2.940332294,1.811328568
ZFP42,0,0.267712748
ZFYVE28,1.63595815,2.401776322
ZNF141,3.921612897,3.116363165
ZNF330,4.539538016,4.254827932
ZNF518B,3.460551032,2.740161052
ZNF595,1.075053263,0.942545823
ZNF718,1.453715996,2.123366322
ZNF721,3.850535607,3.255723916
ZNF732,0.509291585,0.009788154
ZNF827,3.539070451,1.981595263
A1CF,0.122556088,0.234927201
ABCC2,0.651767124,0.410880581
ABI1,4.888371514,5.245274211
ABLIM1,4.705637977,4.630578053
ACADSB,2.634406644,2.009694976
ACBD5,3.857575694,3.672908608
ACBD7,0.686162834,1.55846475
ACSL5,4.547496434,3.779409645
ACTA2,4.287303713,5.946234669
ACTR1A,4.992392121,5.414404319
ADAM12,2.886981554,2.59112536
ADAM8,3.38588908,4.082770235
ADAMTS14,1.796357944,1.390245671
ADARB2,0.071790361,0
ADD3,5.136067905,5.220777332
ADK,3.118023364,3.912186594
ADO,4.038034783,3.405249897
ADRA2A,2.19043457,2.649981011
ADRB1,0.182142807,0.1776081
AFAP1L2,2.262570718,3.282436943
AGAP11,1.853950349,2.16829267
AGAP4,4.111342405,3.312435973
AGAP5,3.908014162,3.126116785
AGAP6,4.199284702,3.422252811
AGAP7,3.690050577,3.140600393
AGAP8,4.008581016,3.048751082
AGAP9,4.24039709,2.950003214
AIFM2,2.681918266,3.159810273
AKR1C1,1.612353101,3.9699139
AKR1C2,1.009716894,2.104963534
AKR1C3,1.62148055,3.798716506
AKR1C4,0.302693913,1.489991153
ALDH18A1,4.333106586,3.907032636
ALOX5,4.49816383,4.806037113
ANAPC16,4.522975378,3.996141612
ANK3,2.571785915,1.796963766
ANKRD1,0.101781037,0.114233202
ANKRD16,1.755328774,2.039667725
ANKRD2,0.174908505,1.017961304
ANKRD22,2.516565572,2.83020523
ANKRD26,3.27249768,2.425326644
ANKRD30A,0.14918338,0.083207607
ANXA11,5.252976981,5.42970922
